aabq	傲岸不羣
xqah	興趣愛好
xqhr	興趣盎然
xqbl	修橋補路
xqby	息黥補劓
xqbv	閒情別緻
xqcu	學淺才疏
xqdj	星旗電戟
xqdl	詳情度理
xqfg	血氣方剛
xqgg	稀奇古怪\t希奇古怪
xqhq	蕭牆禍起
xqjh	相去幾何
xqjy	虛情假意
xqll	小巧玲瓏
xqlm	賢妻良母
xqlx	揎拳捋袖\t掀拳裸袖
xqly	先驅螻蟻
xqnl	心去難留
xqpb	香氣撲鼻
xqqg	下喬遷谷
xqry	下喬入幽
xqud	下情上達
xquy	相去甚遠
xqsv	鬩牆誶帚
xqvr	性情中人
xqwf	徇情枉法
xqwj	相去無幾
xqxa	相親相愛
xqxc	相切相磋
xqxg	休慼相關
xqxq	釁起蕭牆
xqxu	相去懸殊
xqyg	休慼與共
xqym	顯親揚名
xqyp	霞裙月帔
xqyq	閒情逸趣
xqyu	下氣怡聲
xqys	下氣怡色
xqyv	閒情逸致\t閒情逸志
xqyw	鬩牆禦侮
xqyx	修葺一新
xqyy	喜氣洋洋\t小器易盈
xqyz	畜妻養子
xqvi	心虔志誠
xqvk	旋乾轉坤
xqvp	修齊治平
xrbj	學如不及
xrbk	虛弱不堪
xriw	陷入重圍
xrdb	軒然大波
xrdd	羞人答答
xrdg	心如刀割
xrdj	心如刀絞
xrdu	旭日東昇
xrdv	小人得志
xret	向若而嘆
xrff	想入非非
xrfm	血肉豐滿
xrgj	心如古井
xrgv	襲人故智\t行若狗彘
xrhi	橡茹藿歠
xrhf	血肉橫飛
xrhj	先人後己
xrhu	行若狐鼠
xrjj	陷入僵局
xrkg	形容枯槁
xrkj	笑容可掬
xrkm	形如枯木
xrkw	夏日可畏
xrmh	血肉模糊
xrmm	笑容滿面
xrsh	心如死灰
xrtu	心如鐵石
xrvq	血肉之軀
xrvu	心如止水
xrvx	小人之心
xrwg	相忍爲國
xrwh	夏熱握火
xrwu	行若無事
xrwv	先入爲主
xrxj	心如懸旌
xrxl	血肉相連
xryg	閒人一個
xrym	相濡以沫
xrvb	霄壤之別
xrvj	先入之見
xrvv	犀燃燭照
xuaj	刑事案件
xuba	心神不安
xubi	學書不成
xubd	心神不定
xsbf	挾私報復\t悉索敝賦\t悉索薄賦
xubf	信賞必罰\t修飾邊幅\t悉帥敝賦
xubg	學術報告\t洗手不幹
xubn	西雙版納
xsbp	見素抱樸
xubq	消受不起
xubr	形勢逼人
xubu	向聲背實
xubv	心術不正
xuib	興衰成敗
xuii	心事重重
xscc	行色匆匆\t行色怱怱
xucf	宿水飡風\t宿水餐風
xuif	相帥成風
xuih	挾山超海
xsch	形色倉皇
xuil	細水長流
xuin	信守承諾
xudd	信誓旦旦
xudf	蓄勢待發
xudg	郤詵丹桂
xudj	消失殆盡
xsdj	兄死弟及
xsdl	歇斯底里
xudm	西食東眠
xudr	先聲奪人
xudv	興師動衆\t行師動衆
xudz	小受大走
xued	相時而動
xuef	蓄勢而發
xseu	向死而生
xueu	凶神惡煞
xuex	相視而笑
xufg	洗手奉公
xufm	小試鋒芒
xsfm	洗髓伐毛
xufz	刑事犯罪
xufv	洗手奉職
xugd	郤詵高第
xugg	梟蛇鬼怪
xugt	賢身貴體
xuhh	心神恍惚
xuhl	小事化了
xshu	險死還生
xuhu	先聲後實
xujb	形神兼備\t相失交臂
xuji	簫韶九成
xujd	行善積德
xujl	學術交流
xujm	形神俱滅
xuju	雪上加霜
xujx	修身潔行
xujy	心生懼意
xskc	秀色可餐
xuky	詢事考言
xsky	夕死可矣
xulg	仙山樓閣\t梟視狼顧
xull	新生力量\t小時了了
xulu	顯山露水
xulw	學術論文
xuly	陷身囹圄
xsmh	尋死覓活
xumn	相視莫逆
xumu	喜上眉梢
xumy	休聲美譽
xund	小試牛刀
xunj	銷聲匿跡\t鄉書難寄
xunl	信手拈來
xunr	息事寧人
xspi	稀鬆平常
xupg	袖手旁觀
xupr	羨煞旁人
xuqd	西沙羣島
xuqg	仙山瓊閣
xuqx	攜手前行
xurb	西山日薄
xurj	惜時如金
xsrj	心素如簡
xsrs	心喪若死
xurt	項上人頭
xuud	學生時代
xuuf	現身說法\t尋事生非
xuuh	現實生活
xuuj	現實世界
xuul	新手上路
xsul	下塞上聾
xuup	欣賞水平
xusp	形勢所迫
xuss	刑事訴訟
xusu	學生宿舍
xuuw	新生事物
xuuv	梟首示衆
xuth	銜沙填海\t銜石填海
xstx	霞思天想
xswb	徇私舞弊
xswf	徇私枉法
xswl	笑死我了
xues	欣生惡死
xuwt	現實問題
xuwy	炫石爲玉
xuwz	興師問罪
xuxb	現世現報
xuxi	相生相成
xuxf	小商小販\t閒是閒非
xuxj	小手小腳
xuxk	相生相剋
xuxq	細聲細氣
xuxr	形勢喜人
xuxu	先聖先師
xuxw	學士學位
xuxy	細聲細語\t心手相應
xuyb	學識淵博
xuyg	閒神野鬼
xuyh	鼷鼠飲河
xuyl	向上一路
xuyp	洗漱用品\t相鼠有皮
xsyx	習俗移性\t霞思雲想
xuyy	現實意義
xuyv	小事一樁
xuyz	徙善遠罪
xuvb	稀世珍寶\t希世之寶\t稀世之寶
xszi	行思坐籌
xuvc	希世之才
xuzg	行屍走骨
xuvj	偕生之疾
xuzr	行屍走肉
xszx	行思坐想
xuvy	形式主義
xszy	行思坐憶
xuvv	稀世之珍\t希世之珍\t席上之珍
xtbl	相提並論
xtbn	虛頭巴腦
xtby	雄圖霸業
xtbz	先天不足
xtcl	心同此理
xtix	熏陶成性
xtdd	掀天動地
xtdn	蹊田奪牛
xtdq	新亭對泣
xtdz	小題大做\t小題大作
xtet	向天而唾
xtgi	系統工程
xtgx	鴞啼鬼嘯\t行同狗豨
xtgy	形態各異
xtgv	行同狗彘
xthd	薰天赫地
xtjd	掀天揭地
xtjs	心跳加速
xtju	懸駝就石
xtkf	獻替可否
xtly	謝庭蘭玉
xtml	形同陌路
xtno	行同能偶
xtqj	西天取經
xtqx	鄉土氣息
xtrl	夕惕若厲
xtrn	削鐵如泥
xtuh	相談甚歡
xttk	西臺痛哭
xtwd	掀天斡地
xtwl	雄韜偉略
xtxb	閒庭信步
xtxd	謝天謝地
xtxf	小攤小販
xtxj	虛堂懸鏡
xtxm	小偷小摸
xtxu	形同虛設
xtzb	悉聽尊便
xtvq	夕惕朝乾
xtzz	小兔崽子
xvbb	興致勃勃
xvbh	囂張跋扈
xvbm	行政部門
xvbx	心照不宣\t行鍼步線
xvdd	血戰到底
xvdl	下知地理
xvdm	心知肚明
xvdv	俠之大者
xvdw	行政單位
xvgl	西裝革履
xvhw	相知恨晚
xvhz	先斬後奏
xvjd	小中見大
xvjg	行政機關\t削株掘根
xvkk	心直口快
xvkl	下逐客令
xvll	血債累累
xvmj	細枝末節
xvmu	閒着沒事
xvqh	行政區劃
xvqq	興致缺缺
xvqu	險中求勝
xvrw	細緻入微
xvst	雪中送炭
xvsx	心中所想
xvtg	顯著提高
xvuu	虛張聲勢
xvvj	尋章摘句\t項莊之劍
xvvy	修正主義\t尋枝摘葉
xvwj	項莊舞劍
xvwm	削職爲民
xvwu	心中無數\t胸中無數
xvxh	血債血還
xvxj	先知先覺
xvxv	想着想着
xvyd	心中一動
xvyg	心中有鬼
xvyk	笑逐顏開\t喜逐顏開
xvyl	曉之以理
xvyn	行之有年
xvyq	小酌怡情\t行濁言清
xvyt	心中一痛
xvyu	心中有數\t胸中有數\t囂張一時
xvyx	行之有效\t玄之又玄
xvyy	象徵意義
xwif	胸無城府
xwiy	顯微闡幽\t析微察異
xwdl	小往大來
xwdm	胸無點墨
xwds	咸五登三
xwdv	胸無大志
xwey	心無二用
xwfc	想望風采\t想望丰采
xwfd	興旺發達
xwfh	想望風褱
xwga	心無掛礙
xwgi	希望工程
xwgg	夏五郭公
xwhd	舄烏虎帝
xwhv	秀外慧中
xwjt	巷尾街頭
xwlb	新聞聯播
xwlj	喜聞樂見
xwll	行萬里路
xwmj	細微末節
xwpm	虛無縹緲
xwpw	心無旁騖
xwrv	鮮爲人知
xwug	虛往實歸
xwuj	縣委書記
xwsr	興味索然
xwsw	胸無宿物
xwvj	學無止境
xwvy	弦外之音\t弦外之意
xwww	心外無物
xwxf	弦無虛發
xwxh	相忘形骸
xwxs	銜尾相隨
xwyd	虛位以待
xwyq	形枉影曲
xwyt	嚇我一跳
xwyy	弦外有音
xwyv	霞蔚雲蒸
xwvb	先我着鞭
xwzn	心無雜念
xwzu	腥聞在上
xwvx	弦外之響
xxal	小興安嶺
xxbb	雄心勃勃
xxbd	熊心豹膽\t詳星拜斗
xxbf	想想辦法\t洗雪逋負
xxbg	刑訊逼供
xxbj	先悉必具
xxbl	兇相畢露
xxbx	嘵嘵不休
xxby	唏噓不已\t小小不言
xxci	閒邪存誠
xxif	相習成風
xxij	學習成績
xxiu	新硎初試
xxiy	像心稱意
xxdd	許許多多\t懸心吊膽
xxdh	熊熊大火\t香象渡河
xxdl	洗心滌慮
xxdm	像形奪名
xxdv	馨香禱祝\t星行電徵
xxeq	膝行而前
xxew	懸懸而望
xxex	相向而行
xxff	學習方法
xxgl	形銷骨立
xxgm	洗心革面
xxgp	行香掛牌
xxgy	下下個月
xxhg	洗心換骨
xxhh	嘻嘻哈哈\t先笑後號
xxhm	洗心回面\t梟心鶴貌
xxhu	險象環生
xxhw	先行後聞
xxhy	行俠好義
xxji	相形見絀
xxjj	循序漸進\t煦煦孑孑
xxjl	香象絕流
xxju	小心謹慎
xxjx	行險徼倖\t行嶮僥倖
xxjv	相形見拙
xxkg	心胸寬廣
xxkk	辛辛苦苦
xxli	心血來潮
xxlh	熊熊烈火
xxll	淅淅瀝瀝\t稀稀拉拉\t鮮血淋漓
xxlu	鴞心鸝舌
xxlt	消息靈通
xxnc	挾細拿粗
xxnh	熊熊怒火
xxnj	小小年紀
xxnl	學習能力
xxnm	嬉笑怒罵\t嘻笑怒罵
xxnn	心心念念
xxpf	膝行匍伏\t膝行蒲伏
xxqt	徙薪曲突
xxqw	細嗅薔薇
xxrk	欣喜若狂
xxrl	新新人類
xxrn	選賢任能
xxrr	熙熙攘攘\t熙熙壤壤\t熙熙融融
xxru	栩栩如生
xxry	像心如意
xxui	心想事成
xxud	軒軒甚得\t下學上達
xxum	心閒手敏
xxus	相形失色
xxss	形形色色
xxsw	形象思維
xxsx	尋瑕伺隙
xxuy	循循善誘\t像心適意
xxtg	吸新吐故
xxvh	星星之火
xxvq	欣喜之情
xxvy	行俠仗義
xxwv	心嚮往之
xxwx	尋消問息
xxwy	纖悉無遺
xxwz	象形文字
xxxa	心胸狹隘
xxxb	小修小補
xxxg	息息相關
xxxj	相呴相濟
xxxr	欣欣向榮
xxxt	息息相通
xxxv	心胸狹窄
xxxx	惺惺相惜
xxxy	心心相印\t像心像意
xxyd	虛席以待
xxyg	喜新厭故
xxyj	喜新厭舊\t香消玉減
xxyk	喜笑顏開
xxym	顯姓揚名
xxyr	休休有容
xxys	喜形於色\t曉行夜宿\t喜行於色\t賢賢易色\t香消玉碎\t香消玉損
xxyu	相呴以溼
xxyx	休息一下\t修心養性
xxyy	小心翼翼\t香消玉殞
xxvb	膝行肘步
xxvd	心小志大
xxvk	席薪枕塊\t隙穴之窺
xxzl	學習資料
xxzu	尋釁滋事
xxzt	惺惺作態
xxvv	蠍蠍螫螫\t雄心壯志
xybi	習焉不察
xybf	蓄意報復
xybg	心有不甘
xybj	學藝不精
xybl	形影不離
xybp	小眼薄皮
xybw	喜躍抃舞
xyby	下愚不移
xyif	心悅誠服
xyim	降妖除魔
xycm	香藥脆梅
xyiq	相映成趣
xyis	習以成俗\t相沿成俗
xyix	相沿成習
xyiy	夕陽產業\t先意承顏\t閒言長語
xyiv	胸有成竹\t先意承旨\t先意承指\t先意承志
xydg	兄友弟恭
xydm	鮮豔奪目
xydv	心有獨鍾\t星移斗轉
xydy	閒言淡語
xyeq	向隅而泣
xyfm	降妖伏魔
xyfq	銜冤負屈
xyfw	逍遙法外
xyfv	懸疣附贅
xygg	硝煙滾滾
xygh	閒雲孤鶴
xygu	虛應故事\t宵衣旰食\t炫玉賈石
xygx	血緣關係
xyhl	先憂後樂
xyhx	瑕瑜互見
xyjb	懸崖絕壁
xyju	稀有金屬\t銜玉賈石\t衒玉賈石
xyjt	巷議街談
xykm	析疑匡謬
xyli	心餘力絀
xylh	曉以利害
xylj	胸有鱗甲
xylm	懸崖勒馬\t鮮衣良馬
xylu	行雲流水
xylx	心有靈犀\t惜玉憐香\t陷於縲紲
xyly	閒言冷語
xymh	心有猛虎
xymm	硝煙瀰漫
xymq	小有名氣
xymu	鮮衣美食\t喜溢眉梢
xymx	想也沒想
xymv	涎玉沫珠
xynm	鮮衣怒馬
xynn	心癢難耐\t心癢難撓
xypl	析言破律
xypp	洶湧澎湃
xypv	稀有品種
xypy	閒言潑語
xyqb	虛有其表\t懸崖峭壁
xyqj	仙液瓊漿
xyqu	衒玉求售
xyrh	笑靨如花
xyrq	祥雲瑞氣
xysb	膝癢搔背
xyud	下意識的
xyug	行遠升高
xyux	休養生息\t膝語蛇行
xysy	閒言碎語
xyuy	享有盛譽
xyuv	驍勇善戰
xytq	薰蕕同器
xyvt	象牙之塔
xyvy	學以致用\t閒言贅語
xywi	習以爲常
xywm	相依爲命
xywv	信以爲真
xyww	羞與爲伍
xywx	鹹與維新\t鹹與惟新
xywy	虛與委蛇\t相與爲一
xyxc	獻言獻策
xyxi	習與性成
xyxd	形影相弔
xyxf	血雨腥風
xyxh	血液循環
xyxs	形影相隨
xyxu	相因相生
xyxt	心意相通
xyxx	夕陽西下
xyxy	閒言閒語\t涎言涎語
xyxv	先意希旨
xyyh	閒雲野鶴
xyyj	心有餘悸\t咸陽一炬
xyyl	行有餘力
xyym	心猿意馬
xyyp	霞友雲朋
xyyq	吸引眼球
xyyr	夏雨雨人
xyys	稀有元素
xyzd	逍遙自得
xyze	行遠自邇
xyzg	興妖作怪
xyvg	降妖捉怪
xyvn	行易知難
xyzu	衒玉自售
xyzz	逍遙自在
xzbc	險遭不測
xzbd	行蹤不定
xvbd	現鐘不打
xvbg	心織筆耕
xzih	下自成行
xzcs	孝子慈孫
xzix	下自成蹊
xviy	希旨承顏
xvdp	席珍待聘
xzdu	鹹嘴淡舌
xvfd	現鍾弗打
xzhm	心醉魂迷
xvjb	胸中甲兵
xzjn	險阻艱難
xvkb	心拙口夯
xzkl	現在看來
xzkt	跣足科頭
xzlh	幸災樂禍
xvlj	胸中鱗甲
xzlu	現在來說\t虛嘴掠舌
xvmc	洗濯磨淬
xzmj	尋蹤覓跡
xvml	細針密縷
xzmx	瞎子摸象
xzmy	瞎子摸魚
xvnv	犀照牛渚
xvpr	遐州僻壤
xvpw	虛舟飄瓦
xzpx	西子捧心
xvqj	享之千金
xvqk	旋轉乾坤
xvrb	相莊如賓
xzrd	閒雜人等
xzrj	惜字如金
xvrl	行者讓路
xzrz	顯祖榮宗
xvuj	心照神交
xzul	削足適履
xzum	心醉神迷
xvum	遜志時敏
xvsr	興致索然
xzus	孝子順孫
xzuv	虛則實之
xvuv	惜指失掌
xzwd	行蹤無定
xvwq	徙宅忘妻
xzwu	先自隗始
xvxm	凶終隙末
xzxs	孝子賢孫
xvxt	狎雉馴童
xvyb	象箸玉杯
xzyd	虛左以待
xzyf	雄姿英發
xzym	仙姿玉貌\t仙姿佚貌\t顯祖揚名
xvys	相知有素
xzys	仙姿玉色
xzyy	霞姿月韻
xzyv	仙姿玉質
xzyz	顯祖揚宗
xvzw	行住坐臥
xvzv	享帚自珍
yagv	有礙觀瞻
yajd	宴安鳩毒
yaki	有案可查
yauh	因愛生恨
yayh	又愛又恨
ybbh	夜不閉戶
ybbq	一病不起
ybbt	衣不蔽體
ybim	夜不成寐
ybdt	一步登天\t煙波釣徒
ybdw	一步到位
ybeg	掩鼻而過
ybel	有備而來
ybey	一般而言
ybff	一表非凡
ybfq	月白風清
ybfr	一部分人
ybgs	夜不歸宿
ybgx	一筆勾銷
ybhm	煙波浩渺
ybjd	衣不解帶
ybjl	由表及裏\t搖筆即來
ybjr	也不盡然
ybju	一般見識
ybjy	言不及義\t言不盡意
ybkb	一斑窺豹
ybkj	遙不可及
ybkq	牙白口清
ybkt	仰不愧天
yblu	一不留神
yblw	也不例外
ybmu	一筆抹煞
ybnj	一把年紀
ybnm	夜不能寐
ybnr	飲冰內熱
ybnu	也不能說
ybnv	一不扭衆
ybqr	養兵千日
ybqu	衣被羣生
ybrb	飲冰茹檗
ybrc	義不容辭\t一表人才
ybrm	原班人馬
ybru	一敗如水\t用兵如神
ybrx	衣不如新
ybry	也不容易
ybud	妖不勝德
ybsg	夜半三更
ybsn	一把死拿
ybsv	一波三折
ybuw	也不失爲
ybsy	一板三眼
ybtd	一敗塗地
ybtt	儀表堂堂
ybty	沿波討源
ybvb	以暴制暴
ybvd	也不知道
ybvj	一本正經
ybvl	一臂之力
ybvy	一步之遙\t以冰致蠅
ybwc	衣不完采
ybwe	一般無二
ybwf	應變無方
ybwg	也不爲過
ybwh	有備無患
ybwl	一本萬利
ybwp	一波未平
ybxi	衣鉢相傳
ybxg	用不習慣
ybxv	鷸蚌相爭
ybxx	一不小心\t一瓣心香
ybyb	以暴易暴
ybyd	也不一定
ybyf	一飽眼福\t遊必有方
ybyg	也不應該\t一步一鬼
ybyj	言必有據
ybyq	亦步亦趨\t一波又起
ybyu	用兵一時\t藝不壓身
ybyt	義薄雲天
ybyv	言不由衷\t言必有中\t一不壓衆
ybyx	允不允許
ybyy	願不願意\t一板一眼
ybzb	一敗再敗
ybvg	一秉至公
ybzh	一鼻子灰
ybzm	也不怎麼
ybzv	擁兵自重
ybvz	挹彼注茲
yibb	一成不變
yibd	嚴懲不貸\t揚長避短
yibh	一倡百和
yibr	一塵不染
yibx	陽春白雪\t永垂不朽
yiim	一場春夢
yidb	眼饞肚飽
ycdf	陰曹地府
yidu	一棰定聲
ycdx	一寸丹心
yidy	一錘定音
ycdz	以詞定字
yiec	一差二錯
yief	一觸而發
ycej	一蹴而就
ycel	由此而來
yieq	揚長而去
ycfi	異彩紛呈
ycfm	依草附木
yifs	言出法隨
yigu	搖脣鼓舌
ychy	以辭害意\t淫辭穢語
yija	移船就岸
yijf	一觸即發
ycjg	有錯就改
yijj	有產階級
yijk	一觸即潰
ycjl	言辭激烈
yijr	語出驚人
yckl	由此看來
yckv	由此可知
yild	一長兩短
yilh	一牀兩好
yclt	以此類推
yilv	一串驪珠
yimd	夜長夢多
yiml	寅喫卯糧
yimu	燕巢幕上
yimv	一籌莫展
ycmz	一辭莫贊
yind	羊腸鳥道
yiqg	永垂千古
ycqu	遊辭巧飾
yiuj	言傳身教
ycuj	因材施教
yist	一唱三嘆
yisy	陽春三月
yctu	與此同時
yiwg	腰纏萬貫
yiwm	以醜爲美\t燕巢危幕
yiwn	遺臭萬年
ycwr	以此爲榮
ycwv	以此爲準
yixd	以誠相待\t羊腸小道
ycxh	野草閒花
yixj	一場虛驚
ycxu	淫辭邪說
ycyi	陰錯陽差
yiyc	陰差陽錯
yiyd	一長一短
ycyg	與此有關
yiyh	一唱一和
yiyj	陽春有腳
yiyl	一成一旅\t鶯儔燕侶
ycym	一草一木
ycyq	淫詞豔曲
yiyx	宜嗔宜喜
yiyy	又臭又硬
ycyy	越挫越勇
yczc	一錯再錯
ycvu	倚財仗勢
yczz	言辭鑿鑿
yizz	飲醇自醉
ydan	印第安納
ydar	印第安人
ydbi	藥到病除
ydbd	一動不動\t以德報德
ydbu	言多必失\t一丁不識
ydbx	移東補西
ydby	以德報怨\t一定不易
ydid	一定程度
ydcg	咬得菜根
ydcr	應對從容
ydiy	遠渡重洋
yddf	有的地方
yddm	以點帶面
ydei	易地而處
ydeg	一帶而過
ydel	遠道而來
ydfi	雨打風吹
ydfl	一代風流\t藥店飛龍
ydfq	雲淡風輕
ydfr	以德服人
ydfu	有的放矢
ydfw	一定範圍
ydgd	以毒攻毒
ydgm	以點概面
ydhl	移動互聯
ydhz	焉得虎子
ydjm	一地雞毛
ydjt	咬釘嚼鐵
ydjv	一點就着
ydjx	移東就西
ydkl	元旦快樂
ydkm	一代楷模
ydky	一定可以
ydld	一刀兩斷
ydly	一搭兩用
ydmf	有點麻煩
ydqg	欲戴其冠
ydqx	以大欺小
ydqz	因敵取資
ydrl	應答如流\t應對如流
ydub	衣單食薄
ydsi	約定俗成
yduh	有的時候
yduj	一段時間
yduq	有待商榷
ydur	誘敵深入
ydtb	原地踏步
ydtj	一代天驕\t遺大投艱
ydtl	以碫投卵
ydtz	一代談宗
ydvc	應對之策
ydvy	因地制宜\t一得之愚
ydwk	一睹爲快
ydwm	羊大爲美
ydwq	野調無腔
ydwt	有點問題
ydxf	異地相逢
ydxu	異端邪說
ydyb	一點也不\t壓倒元白
ydyd	一點一滴
ydyl	一帶一路
ydyp	有的一拼\t一簞一瓢
ydyq	壓倒一切
ydyu	有得有失
ydys	有點意思
ydyx	一德一心
ydvg	一得之功\t一定之規
ydzh	一肚子火
ydvj	一得之見
ydzq	一肚子氣
yebf	引而不發
yeie	以訛傳訛
yedl	掩耳盜鈴
yedm	以耳代目
yedt	悅耳動聽
yefl	養兒防老
yeue	有二說二
yess	一二三四
yewm	勇而無謀
yewx	言而無信
yexh	宴爾新婚\t燕爾新婚
yeyf	一二月份
yeyn	養兒育女
yeyu	隱惡揚善
yeyx	言而有信
yeyv	要而言之
yfbc	以防不測
yfbd	原封不動
yfbq	豔福不淺
yfby	有法不依
yfih	因風吹火\t引風吹火
yfcm	嚴父慈母
yfiu	一佛出世
yfcu	預防措施
yfit	一反常態\t一飛沖天
yfcv	鶯飛草長
yfdf	要風得風
yfdg	一夫當關
yfdq	一夫多妻
yfdy	蠅糞點玉\t迎風待月
yffu	一帆風順
yfgy	一分耕耘
yfjq	一分價錢
yfjw	一反既往
yfku	一番口舌
yfky	有法可依
yfld	幼發拉底\t遊蜂浪蝶
yfly	有鳳來儀
yfny	吟風弄月
yfpd	一發破的
yfqj	一髮千鈞\t一飯千金
yfru	亦復如是
yfuf	遇佛殺佛
yfuh	一分收穫
yfsu	嚴防死守
yfst	有負所託
yfsv	約法三章
yfsx	用非所學
yftx	有福同享
yfty	義憤填膺
yfvf	有夫之婦
yfvv	陰風陣陣\t迎風招展
yfvx	研發中心\t一傅衆咻
yfwe	一分爲二
yfwy	以防萬一
yfxy	蟻封穴雨
yfyi	有房有車
yfyf	愚夫愚婦
yfyh	揚帆遠航
yfym	一分一秒
yfyq	一夫一妻
yfyr	應付裕如
yfys	移風易俗
yfyt	一房一廳
yfyw	陽奉陰違
yfyy	鳶飛魚躍\t吟風詠月
yfvh	揚幡招魂
yfzr	應付自如
yfvr	一方之任
ygbl	以冠補履
ygbm	雁過拔毛
ygbn	應該不能
ygbv	一官半職
ygby	因果報應
ygii	衣冠楚楚
ygcl	陽光燦爛
ygdd	陽關大道
ygdl	一個頂倆
ygdv	一個多鍾
ygdy	一個多月
ygei	魚貫而出
ygef	有感而發
ygeg	一個二個
ygej	一乾二淨
ygel	一概而論
yger	魚貫而入
ygfi	陰溝翻船\t仰觀俯察
ygfg	憂國奉公
ygfj	以古非今
ygfm	一個方面
ygfq	異國風情
yggx	因果關係
yggy	雲貴高原
yggv	一改故轍
yghl	葉公好龍
yghx	以觀後效
yghy	移宮換羽
ygje	一個勁兒
ygjh	一個機會
ygjs	因公假私
ygkj	油光可鑑
ygkt	以管窺天
yglb	一個禮拜
yglg	一個兩個
yglh	一個來回
yglj	嚴格來講
ygll	眼觀六路
yglu	雁過留聲
yglv	一國兩制
yglz	一個例子
ygmm	陽光明媚
ygmv	欲蓋彌彰
ygmz	一個模子
ygne	一股腦兒
ygpv	陽光普照
ygqu	言過其實\t衣冠禽獸
ygqs	衙官屈宋
ygrf	一干人犯
ygru	月光如水
ygud	眼高手低
ygsd	陽關三迭
yguf	掩過飾非
ygsg	一國三公
yguj	一個世紀
ygsj	勇冠三軍
ygul	嚴格說來
ygsl	眼觀四路
ygum	引鬼上門
yguu	應該說是
yguw	一個上午
ygux	有關事項
yguy	有關事宜
yguv	一個手指
ygtf	一軌同風
ygtq	雨過天晴
ygtx	異國他鄉
ygvi	有功之臣
ygvq	陽剛之氣
ygvt	一個鐘頭
ygvu	倚官仗勢
ygvv	言歸正傳
ygwj	憂國忘家
ygwu	一個晚上\t眼觀爲實\t以攻爲守
ygwt	一個問題\t以規爲瑱
ygxd	腰鼓兄弟
ygxh	因果循環
ygxj	衣冠梟獍
ygxq	一個星期
ygxu	一個小時
ygxv	因公殉職
ygxw	一個下午
ygyd	眼高於頂
ygyg	一個一個
ygyh	言歸於好
ygyj	有根有據
ygym	憂國憂民
ygyq	嚴格要求
ygys	於公於私
ygyu	愚公移山
ygyw	鶯歌燕舞
ygyy	一個原因
ygzl	油光鋥亮
ygzq	一鼓作氣
yhbn	一呼百諾
yhbs	陰魂不散
yhby	一呼百應
yhiu	養虺成蛇\t一麾出守
yhdf	因禍得福
yhdx	銀河倒瀉
yhei	一揮而成
yhej	一揮而就
yhes	一鬨而散
yhgg	有何貴幹\t引吭高歌
yhhj	燕頷虎頸
yhjh	以火救火
yhjm	移花接木
yhll	眼花繚亂
yhlu	一簧兩舌
yhlt	羊狠狼貪
yhmf	飲河滿腹
yhqj	一壺千金
yhqv	隱晦曲折
yhrc	一寒如此
yhur	月黑殺人
yhuu	引火燒身
yhtu	飲恨吞聲
yhwf	因禍爲福
yhwq	遺害無窮\t貽害無窮
yhwz	姚黃魏紫
yhxi	異乎尋常
yhxw	飲灰洗胃
yhxy	野鶴閒雲
yhye	瑤環瑜珥
yhyh	養虎遺患
yhyu	憂患餘生
yhzw	引虎自衛
yhvy	一狐之腋
yiww	運籌帷幄
yjbl	有機玻璃
yjbq	玉潔冰清\t一介不取
yjbt	月經不調
yjbv	一蹶不振
yjbx	應接不暇
yjby	殷鑑不遠
yjca	冤假錯案
yjck	一腳踩空
yjik	鷹擊長空
yjim	一舉成名
yjis	掩卷沉思
yjcv	引咎辭職
yjix	一箭穿心
yjcx	一決雌雄\t隱介藏形
yjiy	殃及池魚
yjdb	壓肩迭背\t亞肩疊背
yjdj	有簡打簡
yjdl	引頸待戮
yjdr	以己度人
yjfb	與己方便
yjfn	衣架飯囊
yjft	用進廢退
yjgl	夜靜更闌
yjgu	夜靜更深
yjgx	一決高下
yjhi	有機合成
yjhj	要價還價
yjhk	養家餬口\t養家活口
yjhw	延頸鶴望
yjhx	衣錦還鄉
yjhy	欲拒還迎
yjjc	有獎競猜
yjji	一騎絕塵\t以酒解酲
yjjd	引經據典
yjjg	遠交近攻
yjju	一家眷屬
yjjv	一擊即中\t延頸舉踵
yjki	有機可乘
yjkg	嚴加看管
yjkx	有跡可循
yjld	一舉兩得
yjlg	顏筋柳骨
yjlh	有句老話
yjls	腰肌勞損
yjlv	以假亂真
yjlx	一家老小
yjmh	驛寄梅花
yjmv	鷹擊毛摯
yjnq	一將難求
yjny	也就那樣
yjql	用盡全力\t一舉千里
yjqr	養軍千日
yjqu	遠近親疏
yjqv	御駕親征\t隱居求志
yjqx	一見傾心
yjrg	一見如故\t衣錦榮歸
yjrj	一見如舊
yjrq	有簡讓全
yjub	一漿十餅
yjud	一箭雙鵰\t一箭上垛
yjuk	眼疾手快
yjsk	一家三口
yjsl	一己私利
yjul	引頸受戮
yjsm	貽厥孫謀
yjuu	一介書生
yjsz	語驚四座
yjtk	一腳踏空
yjtq	異軍突起
yjts	研精覃思
yjtx	永結同心\t儀靜體閒
yjvd	一箭之地
yjvl	一己之力
yjvq	一見鍾情
yjvv	一家之主
yjvy	一家之言\t言近旨遠\t一箭之遙
yjwg	殃及無辜
yjwl	有教無類
yjwm	遠近聞名\t曳裾王門
yjwq	有簡無全
yjwt	以進爲退
yjwx	有驚無險
yjxj	用盡心機
